Datetime,Year,Month,Day,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,CO AQI 2000,CO AQI 2015,NO2 AQI 2000,NO2 AQI 2015,O3 AQI 2000,O3 AQI 2015,SO2 AQI 2000,SO2 AQI 2015
2000-03-01,2000,3,1,Los Angeles,2000-03-01,33.521739000000004,48.0,22,45,0.010375,0.027000000000000003,9,23,0.0,0.0,0,0.0,1.004167,1.6,8,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-02,2000,3,2,Los Angeles,2000-03-02,44.173913,55.0,18,52,0.009375,0.025,10,21,0.173913,1.0,19,1.0,1.5375,2.2,4,25.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-03,2000,3,3,Los Angeles,2000-03-03,32.608696,42.0,18,40,0.012542,0.025,10,21,0.391304,3.0,5,4.0,0.729167,1.0,0,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-04,2000,3,4,Los Angeles,2000-03-04,31.347826,42.0,10,40,0.016916999999999998,0.029,12,25,0.26087,3.0,5,4.0,0.7125,1.0,8,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-05,2000,3,5,Los Angeles,2000-03-05,16.956522,42.0,22,40,0.021875,0.032,11,27,0.086957,2.0,5,3.0,0.404167,0.8,23,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-06,2000,3,6,Los Angeles,2000-03-06,33.086957,44.0,21,42,0.012125,0.025,9,21,0.391304,3.0,5,4.0,0.725,1.4,23,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-07,2000,3,7,Los Angeles,2000-03-07,33.913043,44.0,23,42,0.010458,0.02,10,17,0.782609,5.0,5,7.0,1.245833,2.0,6,23.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-08,2000,3,8,Los Angeles,2000-03-08,29.217391,37.0,19,35,0.010208,0.02,11,17,0.086957,2.0,5,3.0,0.604167,1.2,23,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-09,2000,3,9,Los Angeles,2000-03-09,28.73913,44.0,22,42,0.012958,0.029,10,25,0.347826,3.0,5,4.0,1.166667,1.9,4,22.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-10,2000,3,10,Los Angeles,2000-03-10,40.347826,59.0,18,56,0.010458,0.027000000000000003,10,23,1.2608700000000002,5.0,5,7.0,1.466667,2.3,23,26.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-11,2000,3,11,Los Angeles,2000-03-11,40.608696,57.0,18,54,0.013291999999999998,0.035,10,30,1.086957,6.0,5,9.0,1.458333,2.6,1,30.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-12,2000,3,12,Los Angeles,2000-03-12,46.217391,67.0,19,65,0.015,0.033,9,28,2.043478,5.0,5,7.0,1.7,3.0,4,34.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-13,2000,3,13,Los Angeles,2000-03-13,43.0,65.0,10,63,0.011542,0.026,10,22,0.5217390000000001,2.0,5,3.0,0.920833,1.5,23,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-14,2000,3,14,Los Angeles,2000-03-14,65.478261,116.0,11,104,0.01625,0.041,11,35,1.478261,5.0,7,7.0,2.0708330000000004,3.0,11,34.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-15,2000,3,15,Los Angeles,2000-03-15,52.217391,81.0,12,80,0.024125,0.043,11,36,0.652174,2.0,5,3.0,1.325,2.0,0,23.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-16,2000,3,16,Los Angeles,2000-03-16,34.0,52.0,18,49,0.027792,0.043,11,36,0.130435,1.0,5,1.0,0.854167,1.1,0,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-17,2000,3,17,Los Angeles,2000-03-17,43.913043,73.0,18,71,0.015542,0.036000000000000004,10,31,0.695652,2.0,19,3.0,0.979167,2.5,23,28.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-18,2000,3,18,Los Angeles,2000-03-18,58.39130400000001,91.0,23,90,0.023125,0.057,12,48,1.478261,5.0,7,7.0,1.854167,2.8,1,32.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-19,2000,3,19,Los Angeles,2000-03-19,45.26087,85.0,0,84,0.025958,0.054000000000000006,10,46,1.521739,4.0,5,6.0,1.475,2.4,6,27.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-20,2000,3,20,Los Angeles,2000-03-20,20.217391,35.0,0,33,0.027000000000000003,0.039,10,33,0.26087,2.0,5,3.0,0.454167,0.7,8,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-21,2000,3,21,Los Angeles,2000-03-21,29.217391,58.0,6,55,0.021625,0.037000000000000005,9,31,0.347826,3.0,6,4.0,0.454167,0.8,23,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-22,2000,3,22,Los Angeles,2000-03-22,44.304348,57.0,23,54,0.0145,0.034,10,29,1.0,5.0,5,7.0,1.058333,1.5,7,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-23,2000,3,23,Los Angeles,2000-03-23,40.043478,57.0,0,54,0.016833,0.035,11,30,1.043478,5.0,5,7.0,1.016667,1.5,6,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-24,2000,3,24,Los Angeles,2000-03-24,43.434783,85.0,11,84,0.011375,0.029,10,25,0.652174,3.0,5,4.0,1.1625,1.7,11,19.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-25,2000,3,25,Los Angeles,2000-03-25,30.782609000000004,44.0,5,42,0.019917,0.042,10,36,0.652174,3.0,5,4.0,0.979167,1.6,5,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-26,2000,3,26,Los Angeles,2000-03-26,32.347826,51.0,23,48,0.022208,0.049,11,42,0.695652,2.0,5,3.0,0.925,1.4,6,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-27,2000,3,27,Los Angeles,2000-03-27,38.434783,48.0,0,45,0.011625,0.026,10,22,0.695652,2.0,5,3.0,0.791667,1.1,8,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-28,2000,3,28,Los Angeles,2000-03-28,32.652174,49.0,23,46,0.013917,0.029,10,25,0.217391,2.0,5,3.0,0.554167,0.7,22,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-29,2000,3,29,Los Angeles,2000-03-29,31.521739,48.0,0,45,0.018708,0.033,10,28,0.26087,2.0,5,3.0,0.679167,0.8,5,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-30,2000,3,30,Los Angeles,2000-03-30,38.434783,54.0,6,51,0.015708,0.038,10,32,0.782609,4.0,6,6.0,1.058333,1.6,6,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-03-31,2000,3,31,Los Angeles,2000-03-31,20.304348,49.0,1,46,0.028833,0.044,9,37,0.695652,5.0,5,7.0,1.154167,2.2,4,25.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-01,2000,4,1,Los Angeles,2000-04-01,36.043478,57.0,21,54,0.031958,0.047,9,40,0.130435,2.0,14,3.0,0.3875,0.5,0,6.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-02,2000,4,2,Los Angeles,2000-04-02,36.043478,57.0,21,54,0.026125,0.053,10,45,1.217391,6.0,5,9.0,0.833333,1.4,6,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-03,2000,4,3,Los Angeles,2000-04-03,36.043478,57.0,21,54,0.017417,0.035,10,30,0.782609,2.0,5,3.0,0.875,1.2,11,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-04,2000,4,4,Los Angeles,2000-04-04,36.043478,57.0,21,54,0.017375,0.047,10,40,0.8695649999999999,4.0,5,6.0,1.425,2.5,10,28.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-05,2000,4,5,Los Angeles,2000-04-05,36.043478,57.0,21,54,0.012916999999999998,0.025,10,21,1.0,4.0,11,6.0,0.875,1.1,0,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-06,2000,4,6,Los Angeles,2000-04-06,32.608696,42.0,10,40,0.022333,0.036000000000000004,11,31,0.304348,2.0,5,3.0,0.616667,0.8,16,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-07,2000,4,7,Los Angeles,2000-04-07,42.826087,65.0,11,63,0.018167,0.042,11,36,0.130435,1.0,3,1.0,0.829167,1.1,23,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-08,2000,4,8,Los Angeles,2000-04-08,47.217391,99.0,10,99,0.018375,0.045,10,38,0.565217,3.0,7,4.0,1.383333,2.1,10,24.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-09,2000,4,9,Los Angeles,2000-04-09,30.913043,50.0,7,47,0.020042,0.04,10,34,0.782609,4.0,9,6.0,0.8125,1.2,7,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-10,2000,4,10,Los Angeles,2000-04-10,41.608696,62.0,20,60,0.013125,0.032,10,27,0.5217390000000001,2.0,5,3.0,0.7625,1.3,23,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-11,2000,4,11,Los Angeles,2000-04-11,58.39130400000001,108.0,10,102,0.017041999999999998,0.045,10,38,1.869565,4.0,5,6.0,1.6125,2.2,10,25.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-12,2000,4,12,Los Angeles,2000-04-12,66.652174,122.0,9,105,0.018417,0.049,10,42,1.217391,4.0,5,6.0,1.7666669999999998,2.7,10,31.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-13,2000,4,13,Los Angeles,2000-04-13,44.217391,80.0,9,79,0.014916999999999996,0.03,10,25,1.130435,4.0,11,6.0,1.0625,1.7,9,19.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-14,2000,4,14,Los Angeles,2000-04-14,23.0,43.0,20,41,0.015916999999999997,0.031,9,26,0.173913,2.0,5,3.0,0.520833,0.7,7,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-15,2000,4,15,Los Angeles,2000-04-15,22.391304,38.0,2,36,0.017166999999999998,0.03,10,25,0.173913,2.0,5,3.0,0.470833,0.6,0,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-16,2000,4,16,Los Angeles,2000-04-16,21.565217,39.0,2,37,0.021042,0.036000000000000004,9,31,0.173913,2.0,5,3.0,0.491667,0.7,5,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-17,2000,4,17,Los Angeles,2000-04-17,34.695652,54.0,21,51,0.008333,0.014,13,12,0.086957,2.0,5,3.0,0.545833,0.8,22,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-18,2000,4,18,Los Angeles,2000-04-18,24.695652,49.0,0,46,0.02225,0.04,9,34,0.173913,2.0,5,3.0,0.545833,0.8,0,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-19,2000,4,19,Los Angeles,2000-04-19,35.826087,48.0,21,45,0.015833,0.033,10,28,0.347826,3.0,5,4.0,0.85,1.1,6,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-20,2000,4,20,Los Angeles,2000-04-20,46.434783,69.0,11,67,0.018542,0.044,10,37,0.695652,4.0,5,6.0,1.3625,2.0,6,23.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-21,2000,4,21,Los Angeles,2000-04-21,26.521739,52.0,0,49,0.027875,0.037000000000000005,9,31,0.173913,2.0,5,3.0,0.658333,1.2,1,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-22,2000,4,22,Los Angeles,2000-04-22,20.826087,47.0,22,44,0.025875,0.042,10,36,0.130435,1.0,5,1.0,0.425,0.7,23,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-23,2000,4,23,Los Angeles,2000-04-23,28.913043,44.0,2,42,0.020667,0.045,10,38,0.304348,2.0,5,3.0,0.7875,1.2,4,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-24,2000,4,24,Los Angeles,2000-04-24,47.869565,71.0,11,69,0.01625,0.04,9,34,0.913043,3.0,5,4.0,1.220833,1.6,6,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-25,2000,4,25,Los Angeles,2000-04-25,56.565217,101.0,9,101,0.016666999999999998,0.047,10,40,1.043478,4.0,5,6.0,1.375,2.0,10,23.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-26,2000,4,26,Los Angeles,2000-04-26,65.04347800000001,104.0,10,102,0.025125,0.064,13,64,1.434783,4.0,5,6.0,1.7791669999999995,2.5,6,28.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-27,2000,4,27,Los Angeles,2000-04-27,43.869565,102.0,11,101,0.024056,0.051,12,43,0.652174,3.0,5,4.0,1.2,1.7,5,19.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-28,2000,4,28,Los Angeles,2000-04-28,31.913043,52.0,21,49,0.021167,0.036000000000000004,10,31,0.304348,2.0,5,3.0,0.558333,0.8,23,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-29,2000,4,29,Los Angeles,2000-04-29,34.869565,64.0,20,62,0.022542,0.049,10,42,0.347826,2.0,6,3.0,0.7875,1.4,23,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-04-30,2000,4,30,Los Angeles,2000-04-30,47.652174,78.0,21,77,0.026167000000000003,0.062,11,58,0.8260870000000001,3.0,6,4.0,1.379167,2.2,4,25.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-01,2000,5,1,Los Angeles,2000-05-01,60.086957,90.0,21,89,0.021208,0.051,11,43,1.913043,5.0,18,7.0,1.345833,1.9,5,22.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-02,2000,5,2,Los Angeles,2000-05-02,51.347826,85.0,8,84,0.022083,0.053,10,45,0.913043,3.0,5,4.0,1.175,1.6,8,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-03,2000,5,3,Los Angeles,2000-05-03,39.304348,57.0,21,54,0.026792000000000003,0.052000000000000005,10,44,0.8260870000000001,3.0,6,4.0,0.845833,1.2,10,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-04,2000,5,4,Los Angeles,2000-05-04,27.695652000000006,54.0,10,51,0.043333,0.06,13,51,0.217391,1.0,0,1.0,0.679167,0.9,0,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-05,2000,5,5,Los Angeles,2000-05-05,32.73913,52.0,7,49,0.02975,0.049,12,42,0.043478,1.0,12,1.0,0.720833,1.0,11,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-06,2000,5,6,Los Angeles,2000-05-06,27.782609000000004,47.0,1,44,0.030417000000000007,0.053,10,45,0.391304,2.0,8,3.0,0.595833,0.7,0,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-07,2000,5,7,Los Angeles,2000-05-07,22.434783,39.0,3,37,0.023708,0.045,8,38,0.478261,3.0,10,4.0,0.5375,0.7,5,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-08,2000,5,8,Los Angeles,2000-05-08,23.521739,34.0,20,32,0.011083,0.025,9,21,0.043478,1.0,23,1.0,0.454167,0.6,14,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-09,2000,5,9,Los Angeles,2000-05-09,31.304348,49.0,21,46,0.013125,0.027000000000000003,10,23,0.086957,1.0,3,1.0,0.616667,0.7,11,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-10,2000,5,10,Los Angeles,2000-05-10,29.434783000000003,42.0,3,40,0.020042,0.037000000000000005,10,31,0.304348,1.0,8,1.0,0.508333,0.7,0,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-11,2000,5,11,Los Angeles,2000-05-11,25.869565,50.0,22,47,0.02575,0.045,11,38,0.086957,2.0,5,3.0,0.4875,0.7,6,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-12,2000,5,12,Los Angeles,2000-05-12,47.652174,74.0,19,72,0.020417,0.047,11,40,0.652174,4.0,5,6.0,0.916667,1.4,7,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-13,2000,5,13,Los Angeles,2000-05-13,45.478261,72.0,8,70,0.025833,0.056,11,47,0.7391300000000001,5.0,5,7.0,1.116667,1.7,6,19.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-14,2000,5,14,Los Angeles,2000-05-14,31.043478000000004,48.0,0,45,0.023125,0.047,9,40,0.956522,3.0,5,4.0,0.733333,1.1,4,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-15,2000,5,15,Los Angeles,2000-05-15,27.913043,69.0,8,67,0.02225,0.031,10,26,0.565217,4.0,5,6.0,0.875,1.5,8,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-16,2000,5,16,Los Angeles,2000-05-16,17.304348,41.0,23,39,0.026125,0.038,9,32,0.086957,2.0,5,3.0,0.3125,0.4,8,5.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-17,2000,5,17,Los Angeles,2000-05-17,33.0,55.0,22,52,0.01875,0.04,10,34,4.8695650000000015,75.0,6,100.0,0.6125,0.9,23,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-18,2000,5,18,Los Angeles,2000-05-18,47.652174,70.0,8,68,0.018792,0.046,10,39,1.086957,4.0,12,6.0,1.1,1.4,8,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-19,2000,5,19,Los Angeles,2000-05-19,59.695652,100.0,8,100,0.021042,0.056,10,47,2.217391,4.0,6,6.0,1.329167,2.0,11,23.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-20,2000,5,20,Los Angeles,2000-05-20,52.695652,103.0,9,101,0.035458,0.085,10,124,1.608696,4.0,6,6.0,1.341667,1.8,9,20.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-21,2000,5,21,Los Angeles,2000-05-21,35.695652,65.0,9,63,0.035792000000000004,0.071,10,87,0.304348,1.0,5,1.0,0.875,1.2,10,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-22,2000,5,22,Los Angeles,2000-05-22,41.26087,80.0,8,79,0.021083,0.041,9,35,1.608696,8.0,17,11.0,0.879167,1.5,10,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-23,2000,5,23,Los Angeles,2000-05-23,34.173913,52.0,20,49,0.01975,0.03,10,25,0.043478,1.0,5,1.0,0.625,0.7,5,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-24,2000,5,24,Los Angeles,2000-05-24,29.173913,43.0,9,41,0.016291999999999997,0.022,22,19,0.304348,2.0,14,3.0,0.591667,0.7,0,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-25,2000,5,25,Los Angeles,2000-05-25,20.217391,29.0,7,27,0.025208,0.034,10,29,0.0,0.0,0,0.0,0.4375,0.5,0,6.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-26,2000,5,26,Los Angeles,2000-05-26,34.173913,52.0,23,49,0.020292,0.042,10,36,0.347826,2.0,11,3.0,0.683333,1.4,23,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-27,2000,5,27,Los Angeles,2000-05-27,44.73913,75.0,10,73,0.037958,0.091,11,140,0.913043,3.0,5,4.0,1.608333,2.6,5,30.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-28,2000,5,28,Los Angeles,2000-05-28,38.173913,59.0,10,56,0.045625,0.103,10,169,0.782609,2.0,5,3.0,1.183333,1.9,6,22.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-29,2000,5,29,Los Angeles,2000-05-29,30.73913,47.0,8,44,0.041875,0.077,10,104,1.0,4.0,12,6.0,0.733333,1.0,11,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-30,2000,5,30,Los Angeles,2000-05-30,32.347826,49.0,10,46,0.029708,0.051,11,43,0.652174,2.0,2,3.0,0.679167,0.9,11,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-05-31,2000,5,31,Los Angeles,2000-05-31,24.826087,36.0,8,34,0.033667,0.051,12,43,0.0,0.0,0,0.0,0.508333,0.6,12,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-01,2000,6,1,Los Angeles,2000-06-01,31.391304,55.0,9,52,0.036333,0.057,10,48,0.173913,1.0,5,1.0,0.666667,0.9,11,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-02,2000,6,2,Los Angeles,2000-06-02,31.73913,68.0,9,66,0.039625,0.065,10,67,0.347826,1.0,5,1.0,0.720833,1.1,11,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-03,2000,6,3,Los Angeles,2000-06-03,30.565217,54.0,9,51,0.037833,0.076,10,101,0.0,0.0,0,0.0,0.75,1.0,10,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-04,2000,6,4,Los Angeles,2000-06-04,37.304348,66.0,9,64,0.032542,0.07,10,84,0.7391300000000001,2.0,5,3.0,1.05,1.6,6,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-05,2000,6,5,Los Angeles,2000-06-05,38.913043,59.0,21,56,0.0175,0.035,12,30,1.347826,4.0,6,6.0,0.754167,0.9,9,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-06,2000,6,6,Los Angeles,2000-06-06,43.695652,75.0,9,73,0.024,0.053,12,45,1.478261,5.0,13,7.0,1.025,1.4,8,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-07,2000,6,7,Los Angeles,2000-06-07,32.173913,70.0,8,68,0.019667,0.04,10,34,1.0,4.0,7,6.0,0.770833,1.4,11,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-08,2000,6,8,Los Angeles,2000-06-08,19.086957,43.0,21,41,0.014333000000000004,0.027000000000000003,11,23,0.086957,1.0,5,1.0,0.354167,0.5,23,6.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-09,2000,6,9,Los Angeles,2000-06-09,24.391304,35.0,3,33,0.021708,0.042,11,36,0.5217390000000001,3.0,5,4.0,0.545833,0.7,3,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-10,2000,6,10,Los Angeles,2000-06-10,26.478261,43.0,22,41,0.028708,0.057,11,48,0.391304,4.0,5,6.0,0.745833,1.3,6,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-11,2000,6,11,Los Angeles,2000-06-11,27.478261,48.0,23,45,0.03125,0.064,10,64,0.8260870000000001,3.0,5,4.0,0.691667,1.0,5,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-12,2000,6,12,Los Angeles,2000-06-12,42.391304,86.0,9,85,0.024792,0.055,10,47,1.086957,3.0,5,4.0,0.970833,1.4,9,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-13,2000,6,13,Los Angeles,2000-06-13,41.826087,64.0,9,62,0.019458,0.047,10,40,1.173913,4.0,15,6.0,0.895833,1.2,8,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-14,2000,6,14,Los Angeles,2000-06-14,38.608696,67.0,10,65,0.013667,0.031,10,26,1.391304,4.0,10,6.0,0.804167,1.1,10,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-15,2000,6,15,Los Angeles,2000-06-15,30.826087,61.0,9,58,0.026417000000000003,0.049,10,42,0.5217390000000001,2.0,5,3.0,0.7,1.1,10,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-16,2000,6,16,Los Angeles,2000-06-16,24.478261,42.0,11,40,0.021833,0.031,10,26,0.086957,2.0,5,3.0,0.483333,0.6,11,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-17,2000,6,17,Los Angeles,2000-06-17,20.0,30.0,9,28,0.025417,0.041,10,35,0.043478,1.0,5,1.0,0.441667,0.6,12,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-18,2000,6,18,Los Angeles,2000-06-18,14.869565,21.0,9,20,0.026208,0.039,10,33,0.043478,1.0,5,1.0,0.383333,0.5,15,6.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-19,2000,6,19,Los Angeles,2000-06-19,23.043478,39.0,10,37,0.023583,0.037000000000000005,11,31,0.086957,1.0,5,1.0,0.479167,0.7,11,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-20,2000,6,20,Los Angeles,2000-06-20,20.173913,44.0,10,42,0.030625,0.047,11,40,0.26087,1.0,5,1.0,0.466667,0.7,11,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-21,2000,6,21,Los Angeles,2000-06-21,24.434783,57.0,9,54,0.027125,0.047,10,40,0.086957,1.0,5,1.0,0.579167,1.0,11,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-22,2000,6,22,Los Angeles,2000-06-22,31.956522,50.0,9,47,0.022708,0.041,10,35,0.608696,2.0,5,3.0,0.679167,1.0,11,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-23,2000,6,23,Los Angeles,2000-06-23,26.130435,35.0,0,33,0.020417,0.036000000000000004,10,31,0.043478,1.0,5,1.0,0.491667,0.6,0,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2000-06-24,2000,6,24,Los Angeles,2000-06-24,25.043478,38.0,22,36,0.023083000000000003,0.045,10,38,0.043478,1.0,5,1.0,0.5125,0.6,10,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
