Datetime,Year,Month,Day,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,CO AQI 2000,CO AQI 2015,NO2 AQI 2000,NO2 AQI 2015,O3 AQI 2000,O3 AQI 2015,SO2 AQI 2000,SO2 AQI 2015
2001-05-13,2001,5,13,Los Angeles,2001-05-13,17.869564999999994,32.0,23,30,0.024,0.034,9,29,0.217391,1.0,10,1.0,0.679167,0.8,0,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-14,2001,5,14,Los Angeles,2001-05-14,28.434783000000003,39.0,9,37,0.018833000000000003,0.031,11,26,0.782609,3.0,5,4.0,0.904167,1.1,10,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-15,2001,5,15,Los Angeles,2001-05-15,35.782609,49.0,12,46,0.019167,0.035,11,30,1.0,3.0,9,4.0,1.041667,1.3,13,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-16,2001,5,16,Los Angeles,2001-05-16,31.913043,46.0,10,43,0.018583,0.031,10,26,0.565217,2.0,10,3.0,1.0625,1.4,10,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-17,2001,5,17,Los Angeles,2001-05-17,32.73913,48.0,10,45,0.022042,0.034,11,29,0.26087,1.0,8,1.0,0.954167,1.1,10,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-18,2001,5,18,Los Angeles,2001-05-18,25.454545,31.0,13,29,0.016416999999999998,0.02,10,17,0.136364,1.0,7,1.0,0.829167,0.9,0,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-19,2001,5,19,Los Angeles,2001-05-19,20.565217,27.0,11,25,0.023875,0.032,11,27,0.391304,1.0,0,1.0,0.733333,0.8,0,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-20,2001,5,20,Los Angeles,2001-05-20,17.956522,23.0,9,22,0.025083,0.032,10,27,0.7391300000000001,2.0,5,3.0,0.7,0.7,0,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-21,2001,5,21,Los Angeles,2001-05-21,27.956522,42.0,11,40,0.019292,0.032,12,27,0.652174,1.0,0,1.0,0.958333,1.2,11,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-22,2001,5,22,Los Angeles,2001-05-22,35.565217,56.0,10,53,0.015583,0.031,10,26,1.0,2.0,6,3.0,1.170833,1.6,10,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-23,2001,5,23,Los Angeles,2001-05-23,45.043478,89.0,9,88,0.017958000000000002,0.035,10,30,2.043478,5.0,11,7.0,1.666667,2.5,10,28.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-24,2001,5,24,Los Angeles,2001-05-24,24.478261,29.0,8,27,0.016,0.023,10,19,1.173913,2.0,0,3.0,0.8875,1.1,0,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-25,2001,5,25,Los Angeles,2001-05-25,29.086957,46.0,9,43,0.02175,0.033,11,28,0.956522,2.0,0,3.0,0.95,1.2,10,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-26,2001,5,26,Los Angeles,2001-05-26,22.0,29.0,13,27,0.021958,0.027000000000000003,9,23,1.0,2.0,5,3.0,0.8,0.9,15,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-27,2001,5,27,Los Angeles,2001-05-27,15.652174,22.0,15,21,0.024208,0.03,7,25,1.130435,2.0,18,3.0,0.6375,0.7,0,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-28,2001,5,28,Los Angeles,2001-05-28,17.304348,27.0,22,25,0.020833,0.03,9,25,1.2608700000000002,2.0,1,3.0,0.608333,0.7,22,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-29,2001,5,29,Los Angeles,2001-05-29,33.304348,53.0,9,50,0.022292,0.042,12,36,2.173913,3.0,5,4.0,1.120833,1.9,10,22.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-30,2001,5,30,Los Angeles,2001-05-30,37.42857100000001,52.0,6,49,0.0193,0.034,15,29,2.142857,4.0,5,6.0,1.08,1.8,7,20.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-05-31,2001,5,31,Los Angeles,2001-05-31,39.913043,75.0,9,73,0.029375,0.057,10,48,2.4347830000000004,4.0,8,6.0,1.0875,1.7,10,19.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-01,2001,6,1,Los Angeles,2001-06-01,35.636364,55.0,6,52,0.029833,0.045,11,38,2.869565,5.0,11,7.0,0.925,1.2,9,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-02,2001,6,2,Los Angeles,2001-06-02,27.363636,39.0,9,37,0.033042,0.041,21,35,2.304348,4.0,6,6.0,0.791667,0.9,10,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-03,2001,6,3,Los Angeles,2001-06-03,18.727273,29.0,21,27,0.036042000000000005,0.047,9,40,2.130435,4.0,14,6.0,0.579167,0.6,0,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-04,2001,6,4,Los Angeles,2001-06-04,24.090909,40.0,23,38,0.032333,0.046,12,39,2.652174,4.0,12,6.0,0.645833,0.7,8,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-05,2001,6,5,Los Angeles,2001-06-05,38.090909,56.0,10,53,0.025875,0.05,11,42,3.173913,5.0,10,7.0,0.925,1.4,10,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-06,2001,6,6,Los Angeles,2001-06-06,41.454545,57.0,21,54,0.032583,0.067,11,74,3.3478260000000004,5.0,9,7.0,0.991667,1.1,8,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-07,2001,6,7,Los Angeles,2001-06-07,44.681818,61.0,11,58,0.036708,0.067,10,74,3.956522,7.0,11,10.0,1.0625,1.2,9,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-08,2001,6,8,Los Angeles,2001-06-08,42.363636,66.0,9,64,0.037542,0.065,10,67,3.173913,6.0,12,9.0,1.1,1.5,10,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-09,2001,6,9,Los Angeles,2001-06-09,35.818182,52.0,9,49,0.04175,0.08199999999999999,10,116,2.73913,4.0,10,6.0,0.995833,1.2,10,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-10,2001,6,10,Los Angeles,2001-06-10,28.5,44.0,0,42,0.039083,0.075,9,100,2.73913,4.0,1,6.0,0.795833,0.9,0,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-11,2001,6,11,Los Angeles,2001-06-11,31.681818,44.0,11,42,0.028917,0.054000000000000006,10,46,3.0,5.0,11,7.0,0.754167,0.9,10,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-12,2001,6,12,Los Angeles,2001-06-12,29.136364,43.0,21,41,0.028333,0.042,12,36,3.0,4.0,1,6.0,0.679167,0.8,7,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-13,2001,6,13,Los Angeles,2001-06-13,28.954545,50.0,23,47,0.029042,0.047,10,40,2.782609,4.0,1,6.0,0.691667,0.9,10,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-14,2001,6,14,Los Angeles,2001-06-14,51.954545,96.0,9,96,0.027167,0.057,10,48,4.0,6.0,6,9.0,1.258333,2.0,10,23.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-15,2001,6,15,Los Angeles,2001-06-15,51.954545,104.0,9,102,0.028375,0.065,10,67,2.913043,7.0,6,10.0,1.320833,1.9,10,22.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-16,2001,6,16,Los Angeles,2001-06-16,38.136364,56.0,7,53,0.041083,0.077,10,104,1.173913,4.0,12,6.0,1.154167,1.6,8,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-17,2001,6,17,Los Angeles,2001-06-17,33.727273,45.0,0,42,0.035792000000000004,0.07,9,84,0.26087,3.0,9,4.0,0.925,1.2,10,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-18,2001,6,18,Los Angeles,2001-06-18,51.0,76.0,7,74,0.023833,0.052000000000000005,9,44,1.217391,4.0,10,6.0,1.291667,2.1,9,24.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-19,2001,6,19,Los Angeles,2001-06-19,53.954545,125.0,9,106,0.020833,0.046,10,39,2.304348,9.0,12,13.0,1.445833,2.3,10,26.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-20,2001,6,20,Los Angeles,2001-06-20,48.590909,89.0,8,88,0.019958,0.041,10,35,1.869565,9.0,13,13.0,1.370833,2.1,9,24.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-21,2001,6,21,Los Angeles,2001-06-21,54.772727,127.0,8,106,0.023875,0.053,10,45,2.4782610000000003,11.0,0,16.0,1.495833,2.7,10,31.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-22,2001,6,22,Los Angeles,2001-06-22,44.227273,107.0,9,102,0.025375,0.047,10,40,0.8695649999999999,3.0,6,4.0,1.308333,2.2,10,25.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-23,2001,6,23,Los Angeles,2001-06-23,33.636364,50.0,7,47,0.020625,0.04,9,34,1.043478,4.0,12,6.0,0.941667,1.5,9,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-24,2001,6,24,Los Angeles,2001-06-24,32.454545,48.0,21,45,0.028625,0.052000000000000005,10,44,1.826087,5.0,13,7.0,0.866667,1.0,8,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-25,2001,6,25,Los Angeles,2001-06-25,34.272727,51.0,8,48,0.027292,0.049,11,42,1.347826,5.0,12,7.0,0.8625,1.2,10,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-26,2001,6,26,Los Angeles,2001-06-26,32.5,47.0,20,44,0.021792,0.038,9,32,1.521739,4.0,8,6.0,0.758333,1.0,10,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-27,2001,6,27,Los Angeles,2001-06-27,32.136364,54.0,7,51,0.017583,0.035,9,30,1.826087,6.0,8,9.0,0.879167,1.4,10,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-28,2001,6,28,Los Angeles,2001-06-28,35.909091,78.0,9,77,0.015166999999999996,0.028,10,24,1.695652,4.0,6,6.0,1.0875,1.8,9,20.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-29,2001,6,29,Los Angeles,2001-06-29,40.363636,58.0,7,55,0.021667,0.043,10,36,1.608696,4.0,9,6.0,1.0375,1.6,10,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-06-30,2001,6,30,Los Angeles,2001-06-30,41.863636,53.0,12,50,0.033957999999999995,0.07,10,84,1.173913,4.0,9,6.0,1.025,1.3,10,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-01,2001,7,1,Los Angeles,2001-07-01,36.681818,52.0,20,49,0.032083,0.064,10,64,1.545455,5.0,11,7.0,0.9875,1.2,2,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-02,2001,7,2,Los Angeles,2001-07-02,46.454545,61.0,9,58,0.024458,0.051,10,43,2.045455,4.0,9,6.0,1.0375,1.3,10,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-03,2001,7,3,Los Angeles,2001-07-03,47.136364,69.0,8,67,0.018792,0.042,9,36,2.363636,6.0,12,9.0,1.1875,1.7,10,19.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-04,2001,7,4,Los Angeles,2001-07-04,36.5,57.0,10,54,0.026083,0.059,11,50,2.045455,6.0,20,9.0,1.070833,1.4,10,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-05,2001,7,5,Los Angeles,2001-07-05,54.68181800000001,77.0,12,76,0.010708,0.015,8,13,2.045455,3.0,6,4.0,1.404167,1.7,9,19.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-06,2001,7,6,Los Angeles,2001-07-06,39.863636,53.0,11,50,0.016333,0.03,10,25,1.909091,4.0,13,6.0,1.0125,1.3,10,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-07,2001,7,7,Los Angeles,2001-07-07,28.0,47.0,9,44,0.024917,0.045,9,38,1.136364,3.0,6,4.0,0.85,1.2,10,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-08,2001,7,8,Los Angeles,2001-07-08,19.5,31.0,22,29,0.023,0.037000000000000005,8,31,0.909091,4.0,8,6.0,0.579167,0.7,10,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-09,2001,7,9,Los Angeles,2001-07-09,22.863636,28.0,8,26,0.023167,0.035,9,30,1.045455,3.0,6,4.0,0.629167,0.8,9,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-10,2001,7,10,Los Angeles,2001-07-10,29.545455,45.0,11,42,0.019833,0.037000000000000005,11,31,2.772727,12.0,13,17.0,0.65,0.8,10,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-11,2001,7,11,Los Angeles,2001-07-11,33.136364,51.0,11,48,0.020625,0.04,10,34,1.818182,3.0,5,4.0,0.7125,0.9,10,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-12,2001,7,12,Los Angeles,2001-07-12,41.181818,69.0,10,67,0.0205,0.045,10,38,2.363636,4.0,7,6.0,0.995833,1.7,10,19.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-13,2001,7,13,Los Angeles,2001-07-13,47.363636,85.0,9,84,0.025583,0.053,10,45,2.545455,5.0,6,7.0,1.179167,1.9,10,22.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-14,2001,7,14,Los Angeles,2001-07-14,32.318182,47.0,0,44,0.041542,0.066,10,71,1.772727,3.0,0,4.0,0.8625,0.9,0,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-15,2001,7,15,Los Angeles,2001-07-15,19.045455,25.0,18,24,0.040083,0.056,9,47,1.409091,4.0,1,6.0,0.616667,0.7,0,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-16,2001,7,16,Los Angeles,2001-07-16,25.727273,47.0,23,44,0.025333,0.036000000000000004,10,31,1.045455,2.0,11,3.0,0.583333,0.7,19,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-17,2001,7,17,Los Angeles,2001-07-17,34.409091,47.0,22,44,0.023042,0.039,10,33,1.772727,3.0,12,4.0,0.716667,0.8,5,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-18,2001,7,18,Los Angeles,2001-07-18,36.772727,57.0,8,54,0.023458,0.045,10,38,2.181818,5.0,7,7.0,0.983333,1.6,10,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-19,2001,7,19,Los Angeles,2001-07-19,38.52381,63.0,8,61,0.022083,0.044,10,37,1.809524,5.0,7,7.0,1.0,1.7,10,19.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-20,2001,7,20,Los Angeles,2001-07-20,37.954545,51.0,7,48,0.021542,0.043,10,36,2.545455,7.0,7,10.0,0.8625,1.2,9,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-21,2001,7,21,Los Angeles,2001-07-21,29.772727000000003,38.0,23,36,0.023958,0.046,10,39,0.727273,3.0,12,4.0,0.895833,1.2,5,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-22,2001,7,22,Los Angeles,2001-07-22,29.045455,40.0,23,38,0.02575,0.051,10,43,1.454545,4.0,12,6.0,0.908333,1.3,6,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-23,2001,7,23,Los Angeles,2001-07-23,32.681818,56.0,9,53,0.024333,0.039,10,33,1.045455,3.0,9,4.0,0.729167,1.0,10,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-24,2001,7,24,Los Angeles,2001-07-24,30.909091,45.0,11,42,0.027917,0.041,10,35,0.590909,4.0,11,6.0,0.691667,0.9,10,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-25,2001,7,25,Los Angeles,2001-07-25,29.227273,46.0,11,43,0.027458,0.042,11,36,0.409091,2.0,11,3.0,0.641667,0.9,10,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-26,2001,7,26,Los Angeles,2001-07-26,35.272727,45.0,10,42,0.026333,0.05,10,42,0.363636,2.0,7,3.0,0.7875,1.1,10,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-27,2001,7,27,Los Angeles,2001-07-27,46.0,68.0,11,66,0.024292,0.051,10,43,1.318182,4.0,12,6.0,1.008333,1.3,13,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-28,2001,7,28,Los Angeles,2001-07-28,41.227273,53.0,11,50,0.036125,0.07,10,84,0.727273,3.0,9,4.0,1.0375,1.2,10,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-29,2001,7,29,Los Angeles,2001-07-29,24.318182,39.0,0,37,0.038542,0.058,10,49,0.681818,2.0,13,3.0,0.7375,0.9,0,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-30,2001,7,30,Los Angeles,2001-07-30,30.909091,46.0,21,43,0.03075,0.047,12,40,1.272727,2.0,0,3.0,0.708333,0.8,9,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-07-31,2001,7,31,Los Angeles,2001-07-31,24.545455,31.0,18,29,0.030208,0.039,10,33,0.772727,2.0,12,3.0,0.633333,0.7,0,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-01,2001,8,1,Los Angeles,2001-08-01,29.454545,44.0,11,42,0.027042,0.039,10,33,1.727273,4.0,9,6.0,0.708333,1.0,10,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-02,2001,8,2,Los Angeles,2001-08-02,33.545455,49.0,9,46,0.027583,0.048,10,41,1.318182,2.0,5,3.0,0.745833,1.0,10,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-03,2001,8,3,Los Angeles,2001-08-03,37.954545,55.0,8,52,0.02975,0.057,10,48,2.214286,5.0,15,7.0,0.954167,1.5,10,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-09,2001,8,9,Los Angeles,2001-08-09,38.909091,64.0,10,62,0.02475,0.046,10,39,1.0,1.0,14,1.0,0.8875,1.3,10,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-10,2001,8,10,Los Angeles,2001-08-10,40.818182,52.0,10,49,0.020542,0.042,10,36,1.727273,3.0,7,4.0,0.870833,1.3,10,15.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-11,2001,8,11,Los Angeles,2001-08-11,35.0,45.0,23,42,0.030833,0.061,10,54,2.681818,5.0,7,7.0,0.983333,1.4,7,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-12,2001,8,12,Los Angeles,2001-08-12,28.136364,44.0,21,42,0.033167,0.067,9,74,2.090909,4.0,8,6.0,0.729167,0.9,3,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-13,2001,8,13,Los Angeles,2001-08-13,38.545455,60.0,9,57,0.020208,0.044,9,37,3.090909,5.0,5,7.0,1.083333,1.6,9,18.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-14,2001,8,14,Los Angeles,2001-08-14,48.727273,71.0,9,69,0.024125,0.055,10,47,3.227273,5.0,6,7.0,1.233333,2.0,9,23.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-15,2001,8,15,Los Angeles,2001-08-15,55.363636,105.0,9,102,0.02475,0.058,10,49,3.0,5.0,6,7.0,1.320833,2.0,10,23.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-16,2001,8,16,Los Angeles,2001-08-16,49.954545,73.0,10,71,0.023292,0.052000000000000005,10,44,3.272727,6.0,8,9.0,1.283333,1.9,10,22.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-17,2001,8,17,Los Angeles,2001-08-17,54.363636,89.0,9,88,0.024417,0.056,10,47,3.5454550000000005,5.0,6,7.0,1.345833,1.9,10,22.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-18,2001,8,18,Los Angeles,2001-08-18,46.954545,62.0,19,60,0.030708,0.071,10,87,4.136364,6.0,6,9.0,1.345833,1.8,0,20.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-19,2001,8,19,Los Angeles,2001-08-19,38.5,54.0,0,51,0.022625,0.048,9,41,3.727273,6.0,14,9.0,1.333333,2.0,3,23.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-20,2001,8,20,Los Angeles,2001-08-20,39.636364,55.0,21,52,0.0235,0.044,11,37,3.318182,6.0,8,9.0,1.0375,1.4,6,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-21,2001,8,21,Los Angeles,2001-08-21,33.272727,46.0,1,43,0.028,0.041,10,35,2.772727,3.0,0,4.0,0.720833,0.8,0,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-22,2001,8,22,Los Angeles,2001-08-22,27.318182,44.0,21,42,0.024458,0.041,11,35,2.363636,3.0,0,4.0,0.6,0.7,15,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-23,2001,8,23,Los Angeles,2001-08-23,36.681818,55.0,10,52,0.022292,0.045,10,38,2.285714,5.0,12,7.0,0.804167,1.0,5,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-24,2001,8,24,Los Angeles,2001-08-24,48.136364,79.0,11,78,0.028875,0.066,10,71,3.363636,8.0,7,11.0,1.2625,2.1,7,24.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-25,2001,8,25,Los Angeles,2001-08-25,42.409091,79.0,9,78,0.027875,0.063,10,61,2.772727,6.0,6,9.0,1.116667,1.5,5,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-26,2001,8,26,Los Angeles,2001-08-26,37.818182,54.0,21,51,0.04625,0.098,10,156,2.863636,7.0,6,10.0,0.720833,0.8,0,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-27,2001,8,27,Los Angeles,2001-08-27,58.636364,108.0,9,102,0.0355,0.075,10,100,3.181818,5.0,1,7.0,1.108333,1.8,10,20.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-28,2001,8,28,Los Angeles,2001-08-28,42.318182,60.0,9,57,0.019375,0.039,9,33,4.0454550000000005,7.0,15,10.0,0.725,1.0,10,11.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-29,2001,8,29,Los Angeles,2001-08-29,30.090909000000003,40.0,10,38,0.01725,0.031,10,26,3.4545449999999995,5.0,19,7.0,0.470833,0.6,9,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-30,2001,8,30,Los Angeles,2001-08-30,28.454545,42.0,20,40,0.019083000000000003,0.032,8,27,2.181818,3.0,1,4.0,0.395833,0.5,10,6.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-08-31,2001,8,31,Los Angeles,2001-08-31,35.363636,41.0,8,39,0.014125,0.028,9,24,2.090909,3.0,6,4.0,0.65,1.1,10,13.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-01,2001,9,1,Los Angeles,2001-09-01,37.545455,62.0,8,60,0.022083,0.048,10,41,1.782609,3.0,4,4.0,0.854167,1.4,9,16.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-02,2001,9,2,Los Angeles,2001-09-02,26.227273,48.0,1,45,0.030542000000000007,0.051,9,43,1.304348,9.0,12,13.0,0.754167,1.2,2,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-03,2001,9,3,Los Angeles,2001-09-03,17.090909,24.0,21,23,0.019667,0.032,9,27,0.8695649999999999,2.0,7,3.0,0.283333,0.4,0,5.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-04,2001,9,4,Los Angeles,2001-09-04,34.136364,61.0,11,58,0.0175,0.035,10,30,1.7391299999999998,3.0,4,4.0,0.5375,0.8,10,9.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-05,2001,9,5,Los Angeles,2001-09-05,44.136364,68.0,9,66,0.020917,0.041,10,35,2.217391,3.0,4,4.0,0.779167,1.2,10,14.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-06,2001,9,6,Los Angeles,2001-09-06,35.181818,45.0,12,42,0.024542,0.038,11,32,2.347826,5.0,20,7.0,0.583333,0.7,9,8.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-07,2001,9,7,Los Angeles,2001-09-07,27.909091,39.0,10,37,0.028375,0.037000000000000005,20,31,1.826087,4.0,6,6.0,0.429167,0.6,10,7.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-08,2001,9,8,Los Angeles,2001-09-08,24.181818,39.0,6,37,0.0355,0.047,9,40,1.6521740000000005,3.0,1,4.0,0.341667,0.5,10,6.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-09,2001,9,9,Los Angeles,2001-09-09,19.590909,31.0,23,29,0.034708,0.053,10,45,1.043478,2.0,4,3.0,0.341667,0.4,10,5.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-10,2001,9,10,Los Angeles,2001-09-10,38.136364,48.0,12,45,0.020875,0.04,10,34,2.869565,6.0,6,9.0,0.616667,0.9,7,10.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
2001-09-11,2001,9,11,Los Angeles,2001-09-11,35.727273,45.0,10,42,0.02025,0.041,10,35,2.826087,4.0,4,6.0,0.783333,1.5,10,17.0,18.5,6.4,60.3,31.3,32.7,43.0,7.14,0.85
